FID,ID_RAGIONE,RAGIONE_SO,INDIRIZZO_,ID_STRUTTU,DENOMINAZI,SITOWEB,NUMERO_STA,NUMERO_LET,SUB_COD_VI,CIVICO,LETTERA,ZONA_IDS,PERCENTUAL,TIPO_STRUT,TIPOLOGIA_,NUM_STELLE,TIPO,CLASSIFICA,INDIRIZZO,CODICE_VIA,SUB_CODICE,COD_ISOLAT,COD_LOCALI,COD_QUARTI,COD_MUNICI,COD_ZONA,TELEFONO,ESRI_OID,x,y
626,1005190,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1430,CA' DEI LEONI,PUBBLICAZIONE DATO NON AUTORIZZATA,6,14,2780,565,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"CANNAREGIO,565",2780,55040,270420454,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2219,12.3208535620617,45.444586759037
4639,1005318,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,11671,PARUTA HOUSE 602,PUBBLICAZIONE DATO NON AUTORIZZATA,1,2,16000,3569,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SAN MARCO,3569",16000,41530,270420105,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9408,12.3324840853503,45.4340089178658
1834,1005027,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1414,DIMORA TIEPOLO,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,7070,995,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,4,L,4 LEONI,"DORSODURO,995",7070,64210,270421111,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2884,12.3268799480296,45.4310622229746
2667,1005093,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1009417,SPECCHIERI 1,PUBBLICAZIONE DATO NON AUTORIZZATA,4,5,16000,489,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"SAN MARCO,489",16000,45500,270420010,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6339,12.3389940712937,45.4359031426843
4831,1005029,RESIDENZA GOLDONI 1,PUBBLICAZIONE DATO NON AUTORIZZATA,10390,RESIDENZA GOLDONI 2,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,16000,5234,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"SAN MARCO,5234",16000,44930,270420142,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9097,12.3370783173513,45.4371750337837
3972,1017278,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1017292,B&B CASA EMIMI',PUBBLICAZIONE DATO NON AUTORIZZATA,1,3,16210,2466,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"SAN POLO,2466",16210,71570,270420861,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5973,12.3245046117884,45.4384836015446
4121,1005574,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,7814,B&B HORTUS,PUBBLICAZIONE DATO NON AUTORIZZATA,3,7,7070,2632,E,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"DORSODURO,2632/E",7070,66800,270421053,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9876,12.321992906982,45.4325960731983
4762,1010145,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1010157,ANTICO MERCATO,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,16210,290,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"SAN POLO,290",16210,71120,270420796,0270425013,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9064,12.3342324292966,45.4394546633278
1665,1001463,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1650,ILGLICINEFIORITO,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,15265,32,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"VIA ORSMIDA ROSADA,32",15265,15265,270421416,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,2624,12.3475486180544,45.3820502795993
254,1005695,SIMON SECRET DI SCAGGIANTE SIMONE,PUBBLICAZIONE DATO NON AUTORIZZATA,1009262,SAN MARCUOLA APARTMENTS 1,PUBBLICAZIONE DATO NON AUTORIZZATA,2,2,2780,1765,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CANNAREGIO,1765",2780,57240,270420587,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1599,12.3291334206045,45.4432052195284
732,1011568,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1011610,CA' DEGLI ANTICHI GIARDINI D1,PUBBLICAZIONE DATO NON AUTORIZZATA,2,6,2780,3143,G,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CANNAREGIO,3143/G",2780,55940,270420536,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2394,12.3265659368373,45.4473766567673
1865,1010026,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1010239,HELIOS C,PUBBLICAZIONE DATO NON AUTORIZZATA,1,0,2780,1708,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"CANNAREGIO,1708/A",2780,55560,270420582,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2938,12.3282446466676,45.4436740394388
1871,1005040,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1011192,CA' POZZO 2,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,2780,1279,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"CANNAREGIO,1279",2780,55520,270420478,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2950,12.3257514930543,45.4442766666206
1373,1004993,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1581,APOSTOLI PALACE,PUBBLICAZIONE DATO NON AUTORIZZATA,6,11,2780,4702,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,4702",2780,54870,270420666,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,810,12.3373447859867,45.441950279746
2512,1005409,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3610,U.I.A. RANDA,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,16000,1105,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SAN MARCO,1105",16000,41080,270420017,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6184,12.3372127787589,45.4343449445076
3494,1005602,BENVENUTI A VENEZIA S.R.L.,benvenutiavenezia@gmail.com,8430,CA  MIRO',PUBBLICAZIONE DATO NON AUTORIZZATA,1,4,15610,1265,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SANTA CROCE,1265",15610,78380,270420959,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4372,12.3261880350356,45.4418151487896
248,1005038,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1630,PALAZZO CENDON ORSERA,PUBBLICAZIONE DATO NON AUTORIZZATA,2,2,2780,534,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CANNAREGIO,534",2780,56240,270420462,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1589,12.3223587685558,45.4448738496315
4327,1004990,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,9006,PUPPARIN,PUBBLICAZIONE DATO NON AUTORIZZATA,1,3,16000,580,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"SAN MARCO,580",16000,42520,270420149,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6750,12.3379095305943,45.4361085594854
3935,1005433,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1008611,CA DEL CAPITANO,PUBBLICAZIONE DATO NON AUTORIZZATA,4,8,3190,3682,B,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"CASTELLO,3682/B",3190,30550,270420263,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5899,12.3450823141932,45.4351137136383
1210,1001646,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2983,VILLA ELISABETTA,PUBBLICAZIONE DATO NON AUTORIZZATA,3,7,14100,4,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"VIA PIRANO,4",14100,14100,270421325,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,514,12.3662630307811,45.4117795317465
2160,1005410,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,4423,ROSSO B & B DI GUSMITTA ELENA,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,2780,1592,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"CANNAREGIO,1592",2780,56370,270420480,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4851,12.3271484128,45.4437265943169
2469,1005034,ARCAZA S.N.C. DI FERRARI A. E BALDAN V.,info@alpontemocenigo.com,3312,AL RIMPETTO MOCENIGO,PUBBLICAZIONE DATO NON AUTORIZZATA,6,17,15610,2061,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"SANTA CROCE,2061",15610,76190,270420899,0270425014,2,1,1,0415244797,6142,12.3305771174148,45.4408300289486
4453,1004627,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,825,ALLOGGIO AL PIAVE 1,PUBBLICAZIONE DATO NON AUTORIZZATA,2,7,3190,4847,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CASTELLO,4847",3190,32830,270420243,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,6993,12.3418766350378,45.4365757400723
669,1010026,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1010238,HERION A,PUBBLICAZIONE DATO NON AUTORIZZATA,6,0,2780,1697,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"CANNAREGIO,1697/A",2780,55210,270420582,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2288,12.3279266615263,45.4436431839669
325,1004864,PUBBLICAZIONE DATO NON AUTORIZZATA,info@locandaleo.it,1338,RESIDENZA LEO,PUBBLICAZIONE DATO NON AUTORIZZATA,5,16,2780,4600,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,4600/A",2780,52920,270420669,0270425009,1,1,1,0415211052,1716,12.3366330258678,45.4413798142603
2083,1005194,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,220,PALAZZO GOTTARDI,PUBBLICAZIONE DATO NON AUTORIZZATA,3,10,2780,2286,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"CANNAREGIO,2286",2780,54640,270420599,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4712,12.332387138879,45.4422921083857
1937,1004663,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1780,ISTITUTO DELLE SUORE DI SANTA DOROTEA- CASA RELIGIOSA DI OSPITALITA',PUBBLICAZIONE DATO NON AUTORIZZATA,9,24,2780,2928,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,CASE PER VACANZA,3,L,3 LEONI,"CANNAREGIO,2928",2780,56320,270420510,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3063,12.3248397488358,45.4461693737508
1310,1009564,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1011775,CA'RICCIO,PUBBLICAZIONE DATO NON AUTORIZZATA,0,0,2780,5394,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"CANNAREGIO,5394/A",2780,50530,270420738,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,696,12.3397902511804,45.4402475837112
3365,1005550,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,7659,B&B SUITE 735,PUBBLICAZIONE DATO NON AUTORIZZATA,3,7,7070,735,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,5,L,5 LEONI,"DORSODURO,735/A",7070,66720,270421115,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4141,12.3295854969815,45.4304942657986
128,1008713,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1008719,COMBO SRL,PUBBLICAZIONE DATO NON AUTORIZZATA,130,255,2780,4878,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,CASE PER VACANZA,2,L,2 LEONI,"CANNAREGIO,4878",2780,52990,270420641,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,1399,12.3385705789673,45.4430973268753
809,1005160,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,616,CA' DELLA CORTE,PUBBLICAZIONE DATO NON AUTORIZZATA,4,8,7070,3560,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"DORSODURO,3560",7070,65630,270421047,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9,12.3219188586172,45.4363897241676
3471,1005012,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1621,CA PRIULI,PUBBLICAZIONE DATO NON AUTORIZZATA,6,14,3190,4998,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"CASTELLO,4998",3190,35290,270420236,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4327,12.3436569717114,45.4359952785182
4991,1005697,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2117,CASA DEI PITTORI DIMORA TINTORETTO,PUBBLICAZIONE DATO NON AUTORIZZATA,2,3,15610,1032,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"SANTA CROCE,1032/A",15610,76990,270420955,0270425014,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9171,12.327084470294,45.4392213689606
663,1005129,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,39,OCEANO MARE B&B,PUBBLICAZIONE DATO NON AUTORIZZATA,3,5,3190,2703,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,2,L,2 LEONI,"CASTELLO,2703",3190,32030,270420285,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2276,12.3495544931317,45.436643499667
2386,1004640,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1634,CENTRO MOROSINI,PUBBLICAZIONE DATO NON AUTORIZZATA,46,105,160,51,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,CASE PER VACANZA,4,L,4 LEONI,"VIA ALBERONI,51",160,160,270421440,0270425050,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,5264,12.3304590033883,45.3578687006209
5040,1004627,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,4534,PIAVE2,PUBBLICAZIONE DATO NON AUTORIZZATA,2,5,3190,4846,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,4,L,4 LEONI,"CASTELLO,4846",3190,32830,270420243,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9195,12.3418603923729,45.4365680167983
1719,1005991,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,203,ALLOGGI AI TESSSITORI,PUBBLICAZIONE DATO NON AUTORIZZATA,4,8,2780,4185,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"CANNAREGIO,4185",2780,55630,270420621,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2702,12.3347792213691,45.4411069096411
1221,1004873,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,8143,ALLOGGI CONTERIE,PUBBLICAZIONE DATO NON AUTORIZZATA,5,9,4180,21,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"CALLE DE LE CONTERIE,21",4180,4180,270421564,0270425025,5,1,2,PUBBLICAZIONE DATO NON AUTORIZZATA,540,12.3551476249278,45.4575500798519
4851,1015856,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1015998,CA' BEATRICE,PUBBLICAZIONE DATO NON AUTORIZZATA,0,0,7070,2727,A,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"DORSODURO,2727/A",7070,66280,270421058,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9107,12.3241142089133,45.4326129136335
3946,1005388,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,3557,LA CAMPANA,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,16000,4719,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,4,L,4 LEONI,"SAN MARCO,4719",16000,41710,270420124,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5920,12.3358425480082,45.4360478840883
680,1011568,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1011605,CA' DEGLI ANTICHI GIARDINI A6,PUBBLICAZIONE DATO NON AUTORIZZATA,2,5,2780,3143,G,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CANNAREGIO,3143/G",2780,55940,270420536,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,2308,12.3265659368373,45.4473766567673
823,1005185,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,966,SETTIMO CIELO,PUBBLICAZIONE DATO NON AUTORIZZATA,3,5,16000,3470,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,4,L,4 LEONI,"SAN MARCO,3470",16000,44690,270420079,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,23,12.3308528489181,45.4339534450892
3334,1001894,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,5730,ABITAZIONE,PUBBLICAZIONE DATO NON AUTORIZZATA,2,5,3190,1922,B,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,2,L,2 LEONI,"CASTELLO,1922/B",3190,37490,270420331,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4086,12.3545773284798,45.4330795658265
4759,1005150,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1010226,LAGOON SUITES APPARTAMENTO 5,PUBBLICAZIONE DATO NON AUTORIZZATA,2,4,12470,77,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,4,L,4 LEONI,"FONDAMENTA ANDREA NAVAGERO,77",12470,12470,270421581,0270425025,5,1,2,PUBBLICAZIONE DATO NON AUTORIZZATA,9472,12.3571835805422,45.4541002382369
3185,1005038,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2939,PALAZZETTO SAN LIO CAMINETTO,PUBBLICAZIONE DATO NON AUTORIZZATA,1,1,3190,5715,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CASTELLO,5715",3190,32660,270420195,0270425002,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,3810,12.3395987295906,45.4376442497767
2260,1005260,PUBBLICAZIONE DATO NON AUTORIZZATA,amministrazione@benzonsrl.it,3834,PALAZZO FOSCOLO,PUBBLICAZIONE DATO NON AUTORIZZATA,4,11,16000,2815,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN MARCO,2815",16000,42120,270420056,0270425001,1,1,1,0412619151,5046,12.3303584834302,45.4316675435431
4324,1014154,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,1014506,DB LIDO SRL,PUBBLICAZIONE DATO NON AUTORIZZATA,0,88,1720,38,_,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",20,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,4,L,4 LEONI,"VIA MARCANTONIO BRAGADIN,38",1720,1720,270421310,0270425048,3,2,2,PUBBLICAZIONE DATO NON AUTORIZZATA,6747,12.3728390496423,45.4114754960385
2060,1005311,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2654,LANTERNA DI MARCO POLO,PUBBLICAZIONE DATO NON AUTORIZZATA,6,12,16000,4979,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,3,L,3 LEONI,"SAN MARCO,4979",16000,42880,270420140,0270425001,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,4667,12.3372373514952,45.4365658476022
5269,1005555,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,7073,B&B D.D. 93,PUBBLICAZIONE DATO NON AUTORIZZATA,3,6,7070,93,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,BED and BREAKFAST,3,L,3 LEONI,"DORSODURO,93",7070,64880,270421142,0270425016,2,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,9311,12.3338506442829,45.4294519831186
4865,1004975,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,12395,ALLOGGI ALLA RIVETTA,PUBBLICAZIONE DATO NON AUTORIZZATA,2,5,16000,3986,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,ALLOGGI TURISTICI,2,L,2 LEONI,"SAN MARCO,3986",16000,43210,270420095,0270425001,1,1,1,3387754970,9113,12.3331059668745,45.4355372932343
2315,1005784,PUBBLICAZIONE DATO NON AUTORIZZATA,PUBBLICAZIONE DATO NON AUTORIZZATA,2952,MASCHERE,PUBBLICAZIONE DATO NON AUTORIZZATA,6,7,2780,1341,_,CENTRO STORICO,0,STRUTTURE RICETTIVE COMPLEMENTARI,UNITA' ABITATIVE AMMOBILIATE AD USO TURISTICO,3,L,3 LEONI,"CANNAREGIO,1341",2780,55750,270420478,0270425009,1,1,1,PUBBLICAZIONE DATO NON AUTORIZZATA,5140,12.3268040418843,45.4439984635841
