FID,INDIRIZZO,Name,ADDRESS
1861,"CANNAREGIO,3170",MONOLOCALE ROMANTICO A SANT'ALVISE,CN3170
1862,"CANNAREGIO,4510/A",LA CASON,CN4510A
1863,"CANNAREGIO,6057",VERONICA CALABRIA,CN6057
1864,"CANNAREGIO,6057",B&B LA TERRAZZA DEI MIRACOLI,CN6057
1866,"CANNAREGIO,4085",DADA HOUSE,CN4085
1867,"CASTELLO,325/A",ARSENALE,CA325A
1868,"CASTELLO,3385/L",GRECI,CA3385L
1869,"CASTELLO,4005",CASETTA,CA4005
1872,"CANNAREGIO,1395/A",S.GEREMIA APARTMENTS,CN1395A
1873,"CASTELLO,3324",GENDY,CA3324
1874,"CASTELLO,3010",CENTASSO LUCIANO,CA3010
1877,"VIA FRANCESCO DUODO,43",LIVIA'S APARTMENT,X_VIA FRANCESCO DUODO43
1878,"CANNAREGIO,2849",DOLCEVITA CANNAREGIO 2849,CN2849
1879,"CASTELLO,1693",CHARM MEETS COMFORT,CA1693
1880,"CASTELLO,2541",AU NOME DE LA ROSE,CA2541
1881,"CASTELLO,3274",CASA TETTI,CA3274
1882,"CANNAREGIO,4686",LA CASETTA,CN4686
1883,"CASTELLO,2891",APPARTAMENTO CORTE NOVA,CA2891
1884,"CASTELLO,2033",VENETIAN DREAM,CA2033
1885,"DORSODURO,1106",DOROSDURO PIANO TERRA,DD1106
1886,"CASTELLO,2503",BESTFLAT,CA2503
1887,"SANTA CROCE,1426",SPLASH ART,SC1426
1888,"SANTA CROCE,1426",WAVE ART,SC1426
1889,"SAN MARCO,3517",VENICE ART NICHE,SM3517
1891,"SAN MARCO,3631",CASA MANDOLA,SM3631
1892,"SAN POLO,1495",COZY STUDIO,SP1495
1893,"DORSODURO,1353",VALENTINA SILVESTRI 1,DD1353
1898,"CASTELLO,5304",ROOFTOP SAN MARCO TOWER VIEW,CA5304
1899,"LUNGOMARE GUGLIELMO MARCONI,57",APPARTAMENTO CARIBE,X_LUNGOMARE GUGLIELMO MARCONI57
1910,"SAN MARCO,3262",VENICE TOWN HOUSE,SM3262
1911,"SAN POLO,1237",VENICE RIALTO APARTMENT,SP1237
1912,"SAN POLO,1237",TWO STEPS FROM RIALTO BRIDGE,SP1237
1913,"SAN POLO,2832",SAN TOMA',SP2832
1916,"CASTELLO,1891/A",STEFANO CAMATTI CASTELLO,CA1891A
1917,"CANNAREGIO,1722",LUCA LENTI CEO,CN1722
1918,"SAN MARCO,2055",CA' DEGLI ANGELI,SM2055
1919,"SAN POLO,976",CA DONZELA,SP976
1920,"CASTELLO,5920",APPARTAMENTO SANTA MARINA,CA5920
1922,"CANNAREGIO,1531",LEONARDO SOPRA,CN1531
1925,"CASTELLO,4493",LOVE,CA4493
1926,"CASTELLO,4493",CHEER,CA4493
1928,"CASTELLO,2701/A",LOCAZIONE TURISTICA AVANZINI,CA2701A
1930,"SAN MARCO,756",SUITE COSARO,SM756
1931,"CANNAREGIO,3904/A",CA' OLGA,CN3904A
1934,"CANNAREGIO,5670",CA' DELLA CORTE,CN5670
1935,"CANNAREGIO,5670",RAFFINATO ALLOGGIO,CN5670
1936,"CASTELLO,3277",CALLE FURLANI,CA3277
1938,"CANNAREGIO,3963",CASINA MIRELLA,CN3963
1939,"CANNAREGIO,5036",APP AMDG - ASX,CN5036
1940,"CANNAREGIO,5992",5992 P3,CN5992
1941,"CANNAREGIO,5992",CASANOVA PENTHOUSE,CN5992
1942,"CANNAREGIO,4282",PANORAMIC TERRACE,CN4282
1943,"CANNAREGIO,1517",GUGLIE VIEW APARTMENT,CN1517
1944,"CASTELLO,3828",CA' BIENNALE,CA3828
1945,"CANNAREGIO,2979/C",APPARTAMENTO CONFORTEVOLE,CN2979C
1946,"CASTELLO,3523",501 ARCANCELO,CA3523
1947,"CANNAREGIO,4334",LEON D'ORO,CN4334
1948,"CANNAREGIO,4334",SANTI APOSTOLI HOME,CN4334
1949,"CANNAREGIO,4334",SUITE HOME CA D'ORO,CN4334
1950,"CANNAREGIO,5739",MAZHI AKASH SUB 19,CN5739
1952,"SAN MARCO,2090",RIZZOLI SAN MOISE 2090,SM2090
1955,"CANNAREGIO,2607/B",CANNAREGIO 2607/B,CN2607B
1956,"CANNAREGIO,2607/B",VE-NICE SUITE MISERICORDIA C2607B,CN2607B
1964,"FONDAMENTA DEI VETRAI,98/A",CENTRAL MURANO HOUSE,X_FONDAMENTA DEI VETRAI98A
1967,"CASTELLO,4530",APPARTAMENTO MARINA,CA4530
1968,"GIUDECCA (VENEZIA),664",0270042 - LOC -11961,GD664
1969,"SAN MARCO,4741",SAN MARCO,SM4741
1970,"CASTELLO,2216",CA' LEONARDO ARSENALE,CA2216
1971,"CANNAREGIO,4335",ANGELA'S CA D'ORO,CN4335
1972,"CANNAREGIO,4961/A",LA CASA DI LOLA,CN4961A
1973,"CANNAREGIO,5475",MIRACOLI APARTMENT,CN5475
1974,"CASTELLO,3688",VISTA SUI TETTI E SU SAN MARCO,CA3688
1975,"CASTELLO,3688",CORTE QUERINI,CA3688
1987,"ISOLA SAN CLEMENTE,1",TEST_9,X_ISOLA SAN CLEMENTE1
1990,"SANTA CROCE,197/I",CASA TOLENTINI,SC197I
1991,"FONDAMENTA DEI VETRAI,98",VENICE MURANO GLASS APARTMENT,X_FONDAMENTA DEI VETRAI98
1992,"CASTELLO,4530",SAN MARCO RASSE,CA4530
1994,"SANTA CROCE,2174",MATYAKI,SC2174
1995,"SAN MARCO,1996",CASA ALBA,SM1996
1996,"CASTELLO,5351",CA' DEI KOKAI,CA5351
1997,"DORSODURO,2632/D",PEZZANGORA VINCENZO,DD2632D
1998,"SAN MARCO,423",ROYAL LOFT,SM423
1999,"CASTELLO,6124",C DEI NEVODI,CA6124
2000,"CASTELLO,3688",CA' NOVA LOFT,CA3688
2003,"CASTELLO,4860",RESIDENZA QUAGGIO 1,CA4860
2004,"CASTELLO,2803",ALLA CORTE DE LA PIETÀ,CA2803
2007,"SAN MARCO,3481",RESIDENZA AI CHERUBINI - P.T.,SM3481
2008,"SAN MARCO,3481",SAN MARCO 3481 P. 2,SM3481
2009,"SAN MARCO,3481",AI CHERUBINI,SM3481
2010,"SAN MARCO,3481",SAN MARCO 3481 P. 1,SM3481
2011,"SAN MARCO,3481",AI CHERUBINI 3,SM3481
2012,"CASTELLO,4253/A",APPARTAMENTO CA' GIULIA,CA4253A
2013,"DORSODURO,870",ELISA,DD870
2017,"GIUDECCA (VENEZIA),542/G",LA GONDOLIERA,GD542G
2018,"SANTA CROCE,689",SECRET GARDEN,SC689
2019,"SANTA CROCE,2103",CORTE DEL TINTOR 2103,SC2103
2020,"SAN POLO,360/A",BECCARIE 2,SP360A
2021,"SAN POLO,360/A",BECCARIE 1,SP360A
2022,"SAN POLO,1577",BECCARIE,SP1577
2023,"DORSODURO,2633",CASAELVIRA,DD2633
2024,"SANTA CROCE,1600",TRE TERRAZZE,SC1600
2025,"VIA FRANCESCO MOROSINI,5/A",APPARTAMENTO VIA MOROSINI,X_VIA FRANCESCO MOROSINI5A
2026,"CASTELLO,1565",CASA CASTELLO 1565,CA1565
2027,"VIA JACOPO FONTANA,98",CASA TEY,X_VIA JACOPO FONTANA98
2028,"SAN POLO,1865",APPARTAMENTO CASSIANO RIALTO,SP1865
2029,"SANTA CROCE,1847",VENICESUITERIOMARINSC847,SC1847
2031,"VIA PARENZO,5",VILLA AURORA,X_VIA PARENZO5
2032,"CANNAREGIO,1484/A",CAMELIA,CN1484A
2033,"CANNAREGIO,1484/A",GLICINE,CN1484A
2034,"CANNAREGIO,1484/A",ROSA 1,CN1484A
2035,"CANNAREGIO,1484/A",GELSOMINO,CN1484A
2036,"SAN POLO,2733",CA' DEI NOMBOLI,SP2733
2038,"CASTELLO,5015",CIVICO5015 P.3,CA5015
2039,"DORSODURO,81",SAN VIO,DD81
2040,"DORSODURO,870",BARTOLDI,DD870
2041,"DORSODURO,870",FAURE,DD870
2044,"SANTA CROCE,759",SANTA CROCE 759,SC759
2045,"DORSODURO,717",APPARTAMENTO VENIER,DD717
2046,"DORSODURO,718",KANDINSKIJ HOUSE,DD718
2048,"SAN POLO,1296",SAN POLO 1296 INT.14,SP1296
2049,"SAN POLO,1296",SAN POLO 1296 INT.12,SP1296
2050,"SAN POLO,1296",SAN POLO 1296 INT.1,SP1296
2051,"SAN POLO,1296",SAN POLO 1296 INT.10,SP1296
2052,"CASTELLO,2272",CASA LUCA,CA2272
2053,"CANNAREGIO,5162",CORTE SCONTA,CN5162
2054,"CANNAREGIO,3382",LA MUSA LUXURY,CN3382
2055,"CASTELLO,1944",CASA DAVIDE,CA1944
2056,"CASTELLO,6388",MAESTRALE,CA6388
2057,"DORSODURO,2696/C",NORAH STUDIO,DD2696C
2062,"STRADA NUOVA,4",DELIZIOSA CASA LIDO ALBERONI,X_STRADA NUOVA4
2063,"VIA SCUTARI,9/B",VIA SCUTARI PRIMO PIANO,X_VIA SCUTARI9B
2064,"VIA SCUTARI,9/B",VILLA SCUTARI,X_VIA SCUTARI9B
2066,"CASTELLO,6669/A",CASA DAMA DI SAN GIOVANNI,CA6669A
2067,"CASTELLO,6669/A",APPARTAMENTO VENEZIA BARBARIA DE LE TOLE,CA6669A
2069,"GIUDECCA (VENEZIA),492/M",BYRON'S HOUSE,GD492M
2071,"SAN MARCO,1565",LOVELY IN SAN MARCO,SM1565
2072,"SAN MARCO,1565",THE HEART OF SAN MARCO,SM1565
2076,"CASTELLO,11/Z",CONCERTO,CA11Z
2077,"CANNAREGIO,1106",LUXURY APARTMENTS PALAZZO NANI,CN1106
2078,"CASTELLO,2233",CASTELLO2233,CA2233
2079,"CASTELLO,3608",CASTELLO 3608 INT.1,CA3608
2080,"CASTELLO,3608",CASTELLO 3608 INT.4,CA3608
2081,"CASTELLO,3608",DOGE PALACE 6,CA3608
2085,"CANNAREGIO,2493",SAN MARZIALE SECRET GARDEN,CN2493
2088,"CANNAREGIO,5922",MIRACOLI,CN5922
2089,"CASTELLO,1296",LN HOMES VENICE - CA' TIEPOLO,CA1296
2094,"SAN MARCO,2575",CASA GIORGIA,SM2575
2096,"DORSODURO,136",SAN GREGORIO APARTMENTS PIANO 1,DD136
2097,"VIA PAOLO ERIZZO,15",CA MARIA,X_VIA PAOLO ERIZZO15
2100,"SAN MARCO,4313",FONDACO DI RIALTO,SM4313
2101,"SANTA CROCE,515",LUXURY AND ELEGANCE CALATRAVA,SC515
2102,"SANTA CROCE,515",SANTA CROCE DESIGN APARTMENT R&R,SC515
2103,"SANTA CROCE,515",CA PISANI,SC515
2106,"CASTELLO,3608",CASTELLO 3608 INT.6,CA3608
2107,"CASTELLO,3608",DOGE PALACE 3,CA3608
2108,"CASTELLO,3608",CASTELLO 3608 INT.2,CA3608
2109,"CASTELLO,3608",GRITTINA,CA3608
2110,"CASTELLO,3608",CASTELLO 3608 INT.3,CA3608
2111,"CASTELLO,3608",DOGE PALACE 5,CA3608
2117,"CASTELLO,5011",SUITE CANAL VIEW,CA5011
2118,"SAN MARCO,3813",PALAZZETTO SANT ANGELO,SM3813
2119,"SAN POLO,895",PALAZZO TITTI,SP895
2121,"CANNAREGIO,4971",PASTORE LOREDANA,CN4971
2122,"CANNAREGIO,2417",ISABELLE SILVESTRI,CN2417
2123,"CASTELLO,1542",PISTOR,CA1542
2124,"CASTELLO,1542",CASA VIVIAN,CA1542
2126,"CASTELLO,3280",CA'DALMATA,CA3280
2127,"GIUDECCA (VENEZIA),542/G",CASA GIUDECCA,GD542G
2129,"CASTELLO,5560",CASTELLO 5560 - SAN LIO,CA5560
2130,"SAN POLO,830",APPARTAMENTO RIALTO CALLE STRETTA,SP830
2131,"CANNAREGIO,3188",LA CASA DI DODI,CN3188
2132,"CANNAREGIO,2438",SANTA FOSCA,CN2438
2133,"SAN POLO,2067",DIMORA CADORIN SAN POLO PIANO SECONDO,SP2067
2134,"CASTELLO,4509",SUITE CASANOVA,CA4509
2135,"SAN POLO,1685",CASAPAOLA,SP1685
2136,"DORSODURO,3718",DE MAISTRE,DD3718
2137,"SANTA CROCE,1277",TIEPOLO,SC1277
2138,"DORSODURO,3660",BAROZZI DORSODURO 3660,DD3660
2140,"SAN MARCO,4670",RESIDENZA SAN MARCO,SM4670
2143,"SAN POLO,902/B",CA' FEDERICA,SP902B
2145,"CASTELLO,4730",CASTELLO,CA4730
2147,"SAN MARCO,4065",PALAZZO SAN LUCA,SM4065
2148,"SAN POLO,2786",506 AMMEZZATO GOLDONI,SP2786
2149,"CASTELLO,4926",ANNITA E SALVATORE CANGELOSI,CA4926
2150,"SAN POLO,1587",MANENTEALESSIA5,SP1587
2151,"DORSODURO,870",SINGER,DD870
2152,"SAN MARCO,1080",CASA CARLO GOLDONI,SM1080
2153,"SAN MARCO,627",CA' DELL'ABBONDANZA,SM627
2154,"SAN POLO,2887",CASA,SP2887
2155,"VIA LAZZARO MOCENIGO,14",MENARDI PATRIZIA,X_VIA LAZZARO MOCENIGO14
2156,"CANNAREGIO,433",ELENA,CN433
2157,"CANNAREGIO,6125",APPARTAMENTO CALLE DELLA TESTA,CN6125
2158,"CANNAREGIO,1843",CA_GIULIA,CN1843
2159,"CANNAREGIO,5074",CLASSY & QUIET VENICE,CN5074
2161,"SAN POLO,1296",SAN POLO 1296 INT.11,SP1296
2162,"SAN POLO,1296",SAN POLO 1296 INT.9,SP1296
2163,"CASTELLO,6026",APPARTAMENTO,CA6026
2164,"SAN POLO,2245",APPARTAMENTO S.AGOSTIN,SP2245
2165,"CASTELLO,4773",SISSI SUITE,CA4773
2166,"SAN MARCO,3025",CA'VIDA TRIFORA,SM3025
2168,"CASTELLO,6475",CA DEL CAFETIER,CA6475
2169,"VIA GIACOMO HERTZ,1",CA' BIANCA RELAX APARTMENT,X_VIA GIACOMO HERTZ1
2170,"CALLE DEL CIMITERO,43",CASA DELL'AQUILA,X_CALLE DEL CIMITERO43
2172,"CANNAREGIO,1098",APARTMENT CHIOVERETE,CN1098
2173,"CANNAREGIO,2524",VALENTINA'S  FLAT,CN2524
2174,"CANNAREGIO,3444",VISTA,CN3444
2175,"CANNAREGIO,3444",ALTANA,CN3444
2177,"CANNAREGIO,2607/A",ANTICA RAFFINERIA BEB,CN2607A
2178,"CANNAREGIO,4326",CASA MALTESE,CN4326
2179,"CANNAREGIO,3218",ANDREA BROCCA,CN3218
2180,"GIUDECCA (VENEZIA),814",PELITI MARIO,GD814
2181,"GIUDECCA (VENEZIA),814",PAPILLON13,GD814
2182,"SANTA CROCE,302/A",CA RIZZI,SC302A
2183,"SAN MARCO,895",CASA CORTE DELLE ANCORE,SM895
2184,"SAN MARCO,3516",DREAM'S DOOR,SM3516
2187,"CASTELLO,5667",VIT STAY SAN LIO 1,CA5667
2188,"SANTA CROCE,1615",APPARTAMENTO AQUARIUS A10,SC1615
2189,"SAN MARCO,4932",CA DELLE ACQUE DELUXE APARTMENT R&R,SM4932
2191,"SAN POLO,1666",CARMINI HOUSE 2,SP1666
2192,"SAN POLO,1172",BAUME LINA,SP1172
2193,"DORSODURO,1091",DORSODURO1091,DD1091
2194,"SAN POLO,1769",CA' MARCELLO,SP1769
2195,"DORSODURO,1863",LOCAZIONE TURISTICA DD 1863,DD1863
2196,"CASTELLO,3561",SAN MARCO PROMENADE,CA3561
2197,"CANNAREGIO,3979",CANNAREGIO 3979 2° PIANO SX,CN3979
2198,"CANNAREGIO,3979",CANNAREGIO 3979 1° PIANO DX,CN3979
2199,"CANNAREGIO,1002",VENICE B&B,CN1002
2200,"CANNAREGIO,3099",CA' TINTORETTO,CN3099
2201,"CANNAREGIO,3011",CANNAREGIO 3011,CN3011
2202,"CASTELLO,4379/C",CASTELLO 4379/C,CA4379C
2203,"CASTELLO,2206",JAMESON CASTELLO 2206,CA2206
2204,"CANNAREGIO,2562",CASA NADIA,CN2562
2205,"CANNAREGIO,2917",IN CAMPO DEL GHETTO,CN2917
2206,"SAN POLO,2179/A",CA' TOGA,SP2179A
2208,"SAN MARCO,1793",CA' MARTA 1939,SM1793
2209,"GIUDECCA (VENEZIA),603/A",LOCAZIONE TURISTCA,GD603A
2212,"SAN MARCO,4070",BOLERO,SM4070
2213,"DORSODURO,2626",CALLE DE LE PAZIENZE APARTMENTS,DD2626
2214,"DORSODURO,2626",CALLE DE LE PAZIENZE APARTMENTS,DD2626
2216,"DORSODURO,3023",EBAGUA 2,DD3023
2217,"SAN MARCO,4705",SAN MARCO ATTIC,SM4705
2218,"CASTELLO,6521",CANAL VIEW APARTMENT,CA6521
2219,"CASTELLO,2061",ISPIRAZIONE MONET,CA2061
2220,"CANNAREGIO,2976/B",LAGUNA BLU,CN2976B
2221,"SAN POLO,2070",LAGATTOLLA,SP2070
2222,"CANNAREGIO,2046",CA' DE L'ASTROLOGO,CN2046
2223,"CASTELLO,3880",ARSENALE 3880,CA3880
2224,"CANNAREGIO,5845",MILION SRL,CN5845
2225,"CANNAREGIO,5845",MILION SRL,CN5845
2226,"CANNAREGIO,5845",MILION SRL,CN5845
2228,"VIA SANDRO GALLO,78",L'ANTICO LIDO SUB 2,X_VIA SANDRO GALLO78
2230,"CASTELLO,5227",CASA NOVA BELVEDERE,CA5227
2232,"FONDAMENTA DANIELE MANIN,3/A",CASA MANIN,X_FONDAMENTA DANIELE MANIN3A
2233,"CANNAREGIO,3341",CANNAREGIO3341,CN3341
2234,"CANNAREGIO,1304",INFINITE HOUSE,CN1304
2235,"SAN MARCO,1533",MELUSINA BOCCA DI PIAZZA,SM1533
2236,"SAN MARCO,1533",OTELLO,SM1533
2238,"VIA DE LE MOTTE,108",CASA SOFIA,X_VIA DE LE MOTTE108
2240,"VIA DELLE ALGHE,2",PIERO FONTANA,X_VIA DELLE ALGHE2
2241,"SAN POLO,1304",CA' PERDON,SP1304
2242,"VIA MARCANTONIO BRAGADIN,12/C",CA EUGENIA,X_VIA MARCANTONIO BRAGADIN12C
2243,"SAN POLO,2167",SAN POLO 2167,SP2167
2244,"SAN POLO,2167",SAN POLO 1TH PIANO,SP2167
2245,"VIA MARCO FOSCARINI,6",CASA BEARZI,X_VIA MARCO FOSCARINI6
2250,"DORSODURO,3100",DORSODURO 3100 027042-LOC-13213,DD3100
2251,"DORSODURO,1374",RESIDENCE ON THE CANAL,DD1374
2254,"SAN POLO,2031",CASA RAFFAELLA,SP2031
2256,"DORSODURO,2402",CA' VENEZIA CORTESE,DD2402
2257,"DORSODURO,2402",DORSODURO 2402,DD2402
2259,"DORSODURO,958",NANI 1,DD958
2261,"SAN MARCO,2815",CANALETTO,SM2815
2262,"CASTELLO,6607",RAMO DELLE MOSCHETTE,CA6607
2263,"CASTELLO,6258",SAVOIAJOLANDAAPARTMENTS3,CA6258
2265,"CANNAREGIO,4710",CA SUPERBA,CN4710
2267,"CANNAREGIO,5518",BLUE SKY,CN5518
2268,"CANNAREGIO,3438/B",MORI CANAL VIEW,CN3438B
2269,"CANNAREGIO,3438/B",BERTOLAZZI BRUNO,CN3438B
2270,"VIA ALDO MANUZIO,10/B",OASI BEACH,X_VIA ALDO MANUZIO10B
2271,"CANNAREGIO,2331",APPARTAMENTO CA MADDALENA,CN2331
2272,"CANNAREGIO,1039/A",CA' BELLAVISTA,CN1039A
2273,"CANNAREGIO,305",S.GEREMIA,CN305
2274,"CASTELLO,4771",RUGA GIUFFA,CA4771
2277,"SAN MARCO,3124",CA' SAN MARCO,SM3124
2278,"GIUDECCA (VENEZIA),329",CASA MIA,GD329
2279,"CASTELLO,5008",SEVERO,CA5008
2280,"SANTA CROCE,1490",ACQUAMARINE,SC1490
2281,"SANTA CROCE,1490",EMERALD,SC1490
2282,"SAN MARCO,3898",ANGEL TERRACE,SM3898
2283,"SANTA CROCE,1797",SANTA CROCE 1797,SC1797
2284,"CASTELLO,6223",SISTIANA,CA6223
2285,"CASTELLO,4136",BACINO SAN MARCO EXCLUSIVE VIEW R&R,CA4136
2286,"SANTA CROCE,936",CA' VOGA 936,SC936
2287,"SAN MARCO,1081",SUITE SERENISSIMA,SM1081
2288,"SAN MARCO,1081",SAN MARCO 1081,SM1081
2289,"SAN MARCO,1081",SAN GIORGIO E IL DRAGO,SM1081
2290,"SAN MARCO,1081",BALZARINI,SM1081
2291,"SAN MARCO,1081",YYYYY,SM1081
2293,"CANNAREGIO,5845",MILION 1,CN5845
2294,"CANNAREGIO,5845",MILION SRL,CN5845
2295,"CANNAREGIO,5845",MILION 4,CN5845
2296,"CANNAREGIO,1759",GRITTI SUITE,CN1759
2297,"CANNAREGIO,3560",TIZIANO 08 - CASIN DEI SPIRITI,CN3560
2298,"CANNAREGIO,3560",GIORGIONE 07 - CASIN DEI SPIRITI,CN3560
2300,"CANNAREGIO,5032",CASA FONDAMENTE NUOVE 2,CN5032
2301,"CANNAREGIO,549",GUGLIE LUXURY APARTMENT,CN549
2302,"CANNAREGIO,5092",VENEZIA GENTILE,CN5092
2303,"CASTELLO,1526",APPARTAMENTO RIVA BIENNALE,CA1526
2304,"CANNAREGIO,2512",APARTMENT LUXURY KING,CN2512
2305,"CASTELLO,2662",CASA DEI DOGI 5,CA2662
2306,"CASTELLO,2662",CASA DEI DOGI 7,CA2662
2307,"CASTELLO,2662",CASA DEI DOGI 3,CA2662
2308,"CASTELLO,2662",CASA DEI DOGI 4,CA2662
2309,"CANNAREGIO,1463",CA'LESELLE,CN1463
2310,"SANTA CROCE,1490",BLUESAPPHIRE,SC1490
2311,"VIA ORSO PARTECIPAZIO,8",APPARTAMENTO STRANIERO,X_VIA ORSO PARTECIPAZIO8
2313,"CANNAREGIO,3083",M02704210101,CN3083
2314,"CASTELLO,1364",GIARDINI BIENNALE,CA1364
2316,"CASTELLO,178",LAGUNA LUXURY 2,CA178
2317,"CANNAREGIO,5513",CÀ EMMA,CN5513
2318,"CANNAREGIO,5280",CA' SCIARRIN APARTMENT NEAR RIALTO BRIDGE,CN5280
2320,"SANTA CROCE,1589",CASA DIOR,SC1589
2321,"SAN MARCO,2753",CA'MAURIZIO,SM2753
2324,"GIUDECCA (VENEZIA),25",CASA EDEN,GD25
2325,"PELLESTRINA,635",CASA APRILIA,X_PELLESTRINA635
2326,"SAN MARCO,3970",SAN MARCO 3970,SM3970
2327,"SAN MARCO,3970",CA' FORTUNY,SM3970
2329,"SANTA CROCE,1367",BALLARIN MARCO,SC1367
2330,"SANTA CROCE,2026/A",CA' SEBASTIANO,SC2026A
2334,"SAN POLO,1103",ELSA MANSARDA,SP1103
2335,"GIUDECCA (VENEZIA),689/C",ALLA CORTE,GD689C
2337,"CANNAREGIO,5435/D",MADONNA D,CN5435D
2338,"CASTELLO,23",BIENNALEAPARTMENTS2,CA23
2339,"CANNAREGIO,89",VENETIAN STYLE 4,CN89
2341,"CANNAREGIO,6314",MALU,CN6314
2342,"CASTELLO,1734",BIENNALE,CA1734
2343,"CANNAREGIO,3009/G",FLOVE 027042-LOC-14786,CN3009G
2344,"CANNAREGIO,3009/G",FLOVE 027042-LOC-14789,CN3009G
2345,"CANNAREGIO,3009/G",FLOVE 027042-LOC-14787,CN3009G
2346,"CANNAREGIO,2178",CA' EMO PALAZZO SUL CANAL GRANDE,CN2178
2347,"CANNAREGIO,420",CA' GIOBBE,CN420
2348,"CASTELLO,382/A",DAVID JARMAN EVANS,CA382A
2349,"CASTELLO,2297",LEA,CA2297
2350,"SAN MARCO,750",UAA ANNAMARIA,SM750
2354,"SANTA CROCE,729",ALTANA APARTMENT,SC729
2355,"DORSODURO,463",ROSSO TIZIANO,DD463
2357,"SAN MARCO,5007",SAN MARCO 5007 INT.1,SM5007
2358,"SAN MARCO,5007",CÀ ACQUA,SM5007
2359,"SAN MARCO,5007",LUXURY DO MORI,SM5007
2360,"SAN MARCO,5007",SAN MARCO 5007 INT.3,SM5007
2361,"DORSODURO,3288",LOCAZIONE TURISTICA DI RENZO PAOLA,DD3288
2362,"SANTA CROCE,76/A",CORTE DEI SANTI - SAN BARNABA,SC76A
2363,"CANNAREGIO,2572",EMMA HOUSE,CN2572
2364,"CANNAREGIO,6067",CA' DEI MIRACOLI,CN6067
2365,"CANNAREGIO,1065",CA' LETIZIA,CN1065
2366,"CANNAREGIO,3244/A",TEST 2,CN3244A
2367,"CANNAREGIO,3244/A",CUPIDO SUITE,CN3244A
2368,"CANNAREGIO,3244/A",CANNAREGIO 3244A,CN3244A
2369,"CANNAREGIO,1557/A",CORTE EMO 1,CN1557A
2370,"CANNAREGIO,1557/A",CORTEEMO 2,CN1557A
2371,"CANNAREGIO,1627",CA SORANZO,CN1627
2372,"CANNAREGIO,4343",SUITE HOUSE 6,CN4343
2373,"CANNAREGIO,1653",CASA DEA CORTE APARTMENT,CN1653
2374,"CASTELLO,3273",CASTELLO 3273,CA3273
2375,"SAN MARCO,1533",TERESA DAL BORGO - LOCAZIONE TURISTICA M02704212117,SM1533
2377,"SANTA CROCE,1643",I GIOIELLI DEL DOGE,SC1643
2379,"SAN POLO,1565",LA DOGARESSA GUEST HOUSE,SP1565
2380,"SANTA CROCE,354",CAVENEZIA,SC354
2381,"CASTELLO,6387",COMFORTABLE GROUNDFLOOR,CA6387
2382,"DORSODURO,3647",TOLENTINI TERRACE,DD3647
2383,"SANTA CROCE,729",GRAND CANAL TERRACE,SC729
2384,"SANTA CROCE,729",GRAN CANAL SMERALDO,SC729
2385,"VIA SIMONE OCCHI,12",SIMONE OCCHI,X_VIA SIMONE OCCHI12
2388,"DORSODURO,51",ILLOFTDIMIMI,DD51
2392,"CALLE SAN GIOVANNI,1",LA CASA DI ROSSELLA,X_CALLE SAN GIOVANNI1
2395,"VIA FRANCESCO DUODO,16",APPARTAMENTO LIBERTY A LIDO BEACH,X_VIA FRANCESCO DUODO16
2396,"DORSODURO,3407/A",SUITE SANTA MARGHERITA,DD3407A
2397,"SANTA CROCE,354/A",SENZA PENSIERI,SC354A
2399,"CASTELLO,338",LAURENCE HUMIER,CA338
2400,"CANNAREGIO,2391",MH 2391,CN2391
2402,"SAN MARCO,5205",CA ROBERTA,SM5205
2403,"SAN MARCO,5205",CA' RIALTO,SM5205
2404,"DORSODURO,1869",LOCAZIONE TURISTICA DD 1869,DD1869
2407,"DORSODURO,1293",ARCOBALENO,DD1293
2408,"DORSODURO,1293",DORSODURO 1293 3 PIANO,DD1293
2409,"SANTA CROCE,118/B",CA FALIER,SC118B
2410,"RIO TERA' SAN SALVADOR,21",PANORAMIC ROOF APARTMENT,X_RIO TERA' SAN SALVADOR21
2411,"RIO TERA' SAN SALVADOR,21",PANORAMIC ROOF APARTMENT,X_RIO TERA' SAN SALVADOR21
2417,"TERRANOVA (BURANO),39",DEPRUND,X_TERRANOVA (BURANO)39
2418,"DORSODURO,923",LOCAZIONE TURISTICA ZATTERE,DD923
2419,"DORSODURO,487",PEGGY'S RETREAT,DD487
2420,"CASTELLO,6611",JOY SUITE BARBARIA,CA6611
2421,"SAN MARCO,1578",ORSEOLO APARTMENT,SM1578
2423,"DORSODURO,3558",FLORIAN LUCIANO,DD3558
2424,"DORSODURO,3558",CASA FILIPPI,DD3558
2425,"SAN MARCO,4976",LOUISE ANGEL SRL,SM4976
2426,"SAN MARCO,4976",SAN MARCO 4976,SM4976
2427,"DORSODURO,841",CA' DEL PITTOR,DD841
2428,"CASTELLO,4763/A",VERYNICETOMEETYOU,CA4763A
2429,"CASTELLO,4763/A",CASA SAN ZACCARIA,CA4763A
2430,"SAN POLO,2256",CA SAN POLO,SP2256
2433,"DORSODURO,3155",BALCONY,DD3155
2434,"DORSODURO,3155",SKYLINE,DD3155
2443,"VIA SANDRO GALLO,141",APPARTAMENTO LIDO MAESTRANZI,X_VIA SANDRO GALLO141
2445,"STRADA ZAFFI DA BARCA,14",ALBERONI,X_STRADA ZAFFI DA BARCA14
2446,"SAN MARCO,2030",DECO,SM2030
